GeneID,SRR8750495,SRR8750496,SRR8750497,SRR8750498
TRBJ2-5,1.134929,2.14055,0.0,0.810795
TRBJ2-6,1.773563,1.279484,0.0,0.846047
TRBJ2-7,0.954534,0.0,0.0,0.0
TRBV1,0.0,0.0,0.0,0.0
TRBV10-1,0.0,0.0,0.0,0.0
TRBV10-2,0.0,0.678007,0.0,0.0
TRBV10-3,0.0,0.0,0.0,0.0
TRBV11-1,0.0,0.0,0.0,0.0
TRBV11-2,0.0,1.160709,0.0,0.0
TRBV11-3,0.0,0.0,0.0,0.0
TRBV12-1,0.0,0.47789,0.0,0.0
TRBV12-2,0.0,0.0,0.0,0.0
TRBV12-3,0.0,0.217139,0.0,0.0
TRBV12-4,0.0,0.159894,0.0,0.0
TRBV12-5,0.0,0.0,0.0,0.0
TRBV13,0.0,0.0,0.0,0.0
TRBV14,0.0,0.0,0.0,0.0
TRBV15,0.0,0.0,0.0,0.0
TRBV16,0.0,0.0,0.0,0.0
TRBV17,0.0,0.0,0.0,0.0
TRBV18,0.794201,0.0,0.0,0.0
TRBV19,0.0,0.0,0.0,0.0
TRBV2,0.0,0.0,0.0,0.0
TRBV20-1,0.64409,0.0,0.0,0.0
TRBV20OR9-2,1.163825,0.0,0.94613,1.833523
TRBV21-1,0.0,0.0,0.0,0.0
TRBV21OR9-2,0.0,0.0,0.0,0.0
TRBV22-1,0.0,0.0,0.0,0.0
TRBV22OR9-2,0.0,0.0,0.0,0.0
TRBV23-1,0.0,0.0,0.607712,0.0
TRBV23OR9-2,0.0,0.0,0.0,0.0
TRBV24-1,0.0,0.0,0.0,0.0
TRBV24OR9-2,0.0,0.0,0.0,0.0
TRBV25-1,0.0,0.0,0.0,0.0
TRBV25OR9-2,0.0,0.0,0.0,0.0
TRBV26,0.0,0.0,0.0,0.0
TRBV26OR9-2,0.0,0.0,0.0,0.0
TRBV27,0.0,0.0,0.0,0.0
TRBV28,0.0,0.0,0.0,0.0
TRBV29-1,0.0,0.0,0.0,0.0
TRBV29OR9-2,0.0,0.0,0.0,0.147359
TRBV3-1,0.0,0.0,0.0,0.0
TRBV3-2,0.0,0.0,0.0,0.0
TRBV30,0.0,0.0,0.0,0.0
TRBV4-1,0.0,0.0,0.0,0.0
TRBV4-2,0.0,0.0,0.0,0.0
TRBV4-3,0.0,0.0,0.0,0.0
TRBV5-1,0.0,0.0,0.0,0.0
TRBV5-2,0.0,0.0,0.0,0.0
TRBV5-3,0.0,0.0,0.0,0.0
TRBV5-4,0.0,0.0,0.0,0.0
TRBV5-5,0.0,0.0,0.0,0.0
TRBV5-6,0.0,0.0,0.0,0.0
TRBV5-7,0.0,0.0,0.0,0.0
TRBV5-8,0.0,0.0,0.0,0.0
TRBV6-1,0.0,0.0,0.0,0.0
TRBV6-2,0.0,0.0,0.0,0.0
TRBV6-3,0.0,0.0,0.0,0.0
TRBV6-4,0.0,0.0,0.0,0.0
TRBV6-5,0.0,0.0,0.0,0.0
TRBV6-6,0.0,0.0,0.0,0.0
TRBV6-7,0.0,0.0,0.0,0.0
TRBV6-8,0.0,0.0,0.0,0.0
TRBV6-9,0.0,0.0,0.0,0.0
TRBV7-1,0.0,0.0,0.0,0.0
TRBV7-2,0.0,0.651419,0.0,0.0
TRBV7-3,0.510997,0.0,0.0,0.0
TRBV7-4,0.0,0.704716,0.0,0.0
TRBV7-5,0.0,0.0,0.0,0.0
TRBV7-6,0.0,0.0,0.0,0.0
TRBV7-7,0.0,0.0,0.0,0.0
TRBV7-8,0.0,0.0,0.0,0.0
TRBV7-9,0.0,0.0,0.0,0.0
TRBV8-1,0.0,0.0,0.0,0.0
TRBV8-2,0.0,0.0,0.0,0.0
TRBV9,0.0,0.0,0.0,0.0
TRBVA,0.0,0.0,0.0,0.0
TRBVAOR9-2,0.0,0.49789,0.318102,0.0
TRBVB,0.0,0.931769,0.0,0.0
TRC-GCA1-1,0.0,0.0,0.0,0.0
TRC-GCA10-1,0.0,2.054929,0.0,0.0
TRC-GCA11-1,1.068169,0.0,0.0,0.846047
TRC-GCA12-1,1.068169,3.082393,0.887525,0.846047
TRC-GCA13-1,0.0,0.0,0.0,0.0
TRC-GCA14-1,1.068169,0.0,0.0,0.0
TRC-GCA15-1,0.0,0.0,0.0,0.0
TRC-GCA16-1,1.943473,0.0,0.0,0.0
TRC-GCA17-1,0.0,0.0,0.0,0.0
TRC-GCA18-1,0.0,0.0,0.0,0.0
TRC-GCA19-1,0.0,0.0,0.0,0.0
TRC-GCA2-1,0.0,0.299677,0.0,0.0
TRC-GCA2-2,0.0,0.0,0.0,0.0
TRC-GCA2-3,0.0,0.0,0.0,0.0
TRC-GCA2-4,0.0,0.0,0.0,0.0
TRC-GCA20-1,0.0,0.0,0.0,0.0
TRC-GCA21-1,0.0,0.0,0.0,0.0
TRC-GCA22-1,1.342841,0.0,1.278037,0.0
TRC-GCA23-1,0.0,0.0,0.0,0.0
TRC-GCA3-1,0.0,0.0,0.0,0.0
TRC-GCA4-1,0.0,0.0,0.0,0.0
TRC-GCA5-1,0.0,1.027464,1.26053,0.0
TRC-GCA6-1,0.0,0.0,0.0,0.0
TRC-GCA7-1,0.0,0.0,1.243023,0.0
TRC-GCA8-1,0.0,0.0,5.11215,0.0
TRC-GCA9-1,0.0,0.0,0.0,0.0
TRC-GCA9-2,0.0,0.0,0.0,0.0
TRC-GCA9-3,0.993991,0.0,0.0,0.0
TRC-GCA9-4,0.0,0.0,0.0,0.0
TRCG1P,0.0,0.0,0.0,0.172735
TRD-AS1,0.116485,0.171579,0.0,0.0
TRD-GTC1-1,0.0,0.0,0.0,0.0
TRD-GTC2-1,0.0,0.0,0.0,0.0
TRD-GTC2-10,0.0,0.0,2.218855,0.400278
TRD-GTC2-11,0.00111,0.0,0.001615,0.000621
TRD-GTC2-2,0.0,0.0,0.0,0.0
TRD-GTC2-3,0.0,0.0,0.0,0.0
TRD-GTC2-4,0.0,0.0,0.0,0.0
TRD-GTC2-5,0.0,0.0,0.0,0.0
TRD-GTC2-6,0.000797,0.0,0.007958,0.0
TRD-GTC2-7,0.0,0.0,0.0,0.0
TRD-GTC2-8,0.0,0.0,0.0,0.0
TRD-GTC2-9,1.009593,3.125734,0.0,0.0
TRD-GTC3-1,0.0,0.0,0.0,0.0
TRDC,0.931641,0.318446,0.72535,1.793509
TRDD1,0.0,0.0,0.0,0.0
TRDD2,0.0,0.0,0.0,0.0
TRDD3,0.0,0.0,0.0,0.0
TRDJ1,0.0,0.0,0.0,0.0
TRDJ2,0.0,0.0,0.0,0.0
TRDJ3,0.0,0.0,0.0,0.0
TRDJ4,0.0,0.0,0.0,0.0
TRDMT1,4.289962,1.925718,2.128532,1.239593
TRDN,1.484764,2.154499,4.155264,1.183053
TRDN-AS1,0.0,0.344621,0.0,0.0
TRDV1,0.0,0.0,0.0,0.0
TRDV2,0.0,0.327598,0.0,0.0
TRDV3,0.0,0.0,0.0,0.0
TRE-CTC1-1,0.0,0.0,0.0,0.0
TRE-CTC1-2,0.0,0.188366,0.0,0.0
TRE-CTC1-3,0.0,0.0,0.0,0.0
TRE-CTC1-4,0.0,0.0,0.0,0.0
TRE-CTC1-5,0.0,0.0,0.0,0.0
TRE-CTC1-6,0.0,0.0,0.0,0.0
TRE-CTC1-7,0.949483,2.268983,0.0,0.0
TRE-CTC2-1,0.0,0.0,0.0,0.0
TRE-TTC1-1,1.364883,5.708135,0.497171,0.117507
TRE-TTC1-2,5.340844,4.109858,2.183314,0.0
TRE-TTC2-1,0.0,0.0,0.0,0.0
TRE-TTC2-2,0.0,0.0,0.0,0.0
TRE-TTC3-1,0.0,0.0,0.0,0.0
TRE-TTC4-1,0.12818,0.0,0.0,0.055062
TRE-TTC4-2,0.0,3.110934,1.278037,0.0
TREH,0.177195,0.221989,0.26661,0.314014
TREM1,0.0,0.474555,0.769103,0.110569
TREM2,19.615,12.370975,56.039627,16.012144
TREML1,1.113724,0.202621,1.470161,0.836353
TREML2,0.0,0.0,0.0,0.0
TREML3P,0.0,0.419299,0.0,0.0
TREML4,0.103127,0.164927,0.0,0.0
TREML5P,0.0,0.0,0.0,0.0
TRERF1,6.800889,4.466045,4.771987,5.244029
TRERNA1,0.0,0.0,0.0,0.0
TREX1,19.76696,27.199762,19.544987,12.051652
TREX2,0.0,1.223172,1.464194,0.781271
TRF-GAA1-1,0.83405,0.0,0.0,0.846047
TRF-GAA1-2,0.0,0.0,0.0,0.0
TRF-GAA1-3,1.199861,0.0,1.278037,0.0
TRF-GAA1-4,0.0,0.0,0.0,0.0
TRF-GAA1-5,0.0,0.0,0.0,0.0
TRF-GAA1-6,0.0,0.0,2.556075,3.836186
TRF-GAA2-1,0.0,0.0,0.0,0.0
TRF-GAA3-1,0.0,1.168213,0.0,0.927175
TRF-GAA4-1,0.0,0.0,0.0,0.0
TRF-GAA5-1,0.0,0.0,0.0,0.0
TRF-GAA6-1,0.0,0.0,0.0,0.0
TRG-AS1,0.164178,0.197332,0.857008,0.116458
TRG-CCC1-1,0.0,0.0,0.0,0.0
TRG-CCC1-2,0.0,0.0,0.0,0.0
TRG-CCC2-1,0.0,0.0,0.0,0.0
TRG-CCC2-2,2.106248,0.0,5.364157,0.0
TRG-CCC3-1,0.0,1.910215,0.0,0.0
TRG-CCC4-1,0.0,0.0,0.0,0.0
TRG-CCC6-1,0.0,0.0,0.0,0.0
TRG-GCC1-1,0.306912,0.723567,0.0,0.047665
TRG-GCC1-2,0.664975,1.296625,0.0,0.016682
TRG-GCC1-3,0.195581,0.384939,0.0,0.050048
TRG-GCC1-4,0.162482,0.518072,0.280809,0.185893
TRG-GCC1-5,4.408076,6.063488,0.846025,3.431854
TRG-GCC2-1,0.0,0.0,0.0,0.0
TRG-GCC2-2,0.0,0.0,0.0,0.0
TRG-GCC2-3,0.0,0.0,0.0,0.0
TRG-GCC2-4,0.0,2.373298,1.008185,2.26407
TRG-GCC2-5,0.0,0.0,0.0,0.0
TRG-GCC2-6,0.0,0.0,0.0,0.0
TRG-GCC3-1,1.519508,0.0,0.0,0.0
TRG-GCC4-1,0.0,0.0,0.0,0.0
TRG-TCC1-1,0.0,0.0,0.0,0.0
TRG-TCC2-1,0.0,0.0,0.0,0.0
TRG-TCC2-2,0.0,0.0,0.0,0.0
TRG-TCC2-3,0.0,0.0,0.0,0.0
TRG-TCC2-4,0.0,0.0,0.0,0.0
TRG-TCC2-5,0.0,0.0,0.0,0.0
TRG-TCC2-6,0.0,0.0,0.0,0.0
TRG-TCC3-1,0.0,0.0,0.0,0.0
TRG-TCC4-1,0.0,0.0,0.0,0.0
TRGC1,0.0,0.0,0.0,0.0
TRGC2,1.751497,2.851259,8.068032,0.713713
TRGJ1,0.049848,0.0,0.0,0.0
TRGJ2,1.068169,0.965816,0.0,0.0
TRGJP,0.0,0.0,0.0,0.0
TRGJP1,0.0,0.0,0.0,0.846047
TRGJP2,0.0,0.776306,1.086332,0.846047
TRGV1,0.0,0.269307,0.0,0.0
TRGV10,0.0,0.0,0.0,0.0
TRGV11,0.0,0.0,0.0,0.0
TRGV2,0.0,1.346734,0.0,0.0
TRGV3,0.0,1.393172,0.0,0.0
TRGV4,0.0,1.323514,0.0,0.556862
TRGV5,0.0,0.0,0.0,0.0
TRGV5P,0.0,0.0,0.0,0.0
TRGV6,0.0,0.0,0.0,0.0
TRGV7,0.0,0.0,0.0,0.0
TRGV8,0.0,0.0,0.0,0.0
TRGV9,0.0,0.0,0.0,0.0
TRGVA,0.0,0.0,0.0,0.0
TRGVB,0.0,0.0,0.0,0.0
TRH,1.686474,1.801356,0.592322,4.19173
TRH-GTG1-1,0.0,0.185515,1.260365,0.0
TRH-GTG1-2,0.0,0.0,0.0,0.0
TRH-GTG1-3,1.068169,0.0,0.0,0.0
TRH-GTG1-4,0.013419,6.3e-05,0.0,0.0
TRH-GTG1-5,0.0,0.0,0.0,0.0
TRH-GTG1-6,0.0,0.0,0.0,0.0
TRH-GTG1-7,1.068169,3.082393,0.0,0.0
TRH-GTG1-8,1.691267,0.0,0.639019,0.0
TRH-GTG1-9,0.0,0.0,0.0,0.0
TRHDE,10.898302,7.751571,2.952963,10.985961
TRHDE-AS1,9.345203,7.71491,10.581222,10.371043
TRHR,0.0,0.0,0.0,0.0
TRI-AAT1-1,0.0,0.0,0.0,0.0
TRI-AAT2-1,0.0,1.124657,0.0,0.0
TRI-AAT3-1,0.0,0.0,0.0,0.0
TRI-AAT4-1,0.010175,0.048483,0.024942,0.00542
TRI-AAT5-1,0.0,0.0,0.0,0.0
TRI-AAT5-2,1.414602,0.999695,2.486992,0.0
TRI-AAT5-3,0.0,0.0,0.0,0.0
TRI-AAT5-4,3.204506,6.040327,0.0,0.0
TRI-AAT5-5,0.0,0.0,0.0,0.0
TRI-AAT6-1,0.0,0.0,0.0,0.0
TRI-AAT7-1,0.0,0.0,0.0,0.0
TRI-AAT7-2,0.0,0.0,0.0,0.0
TRI-AAT8-1,0.0,0.0,0.0,0.0
TRI-AAT9-1,0.0,0.0,0.0,0.0
TRI-GAT1-3,6.870924,10.135798,7.910016,0.846047
TRI-TAT1-1,0.0,1.027464,0.0,0.0
TRI-TAT2-1,0.0,0.0,0.0,3.852945
TRI-TAT2-2,0.0,0.0,0.535394,1.863591
TRI-TAT2-3,0.0,0.0,0.0,0.0
TRI-TAT3-1,0.0,0.0,0.0,0.0
TRIAP1,26.248554,27.977205,28.353333,25.154285
TRIB1,7.975918,8.748496,13.372479,7.346447
TRIB1AL,0.0,0.067363,0.0,0.076802
TRIB2,29.794384,24.702431,28.286875,22.670801
TRIB3,5.601061,3.902707,9.321547,7.379572
TRIDDENT,0.538682,1.360617,1.366968,0.487357
TRIL,19.995939,26.059406,29.595102,24.08223
TRIM10,0.0,0.197418,0.0,0.0
TRIM11,28.112467,28.962648,23.336945,29.414509
TRIM11-AS1,1.294514,0.767192,1.188191,0.305452
TRIM13,10.458927,8.023514,13.480978,8.197427
TRIM14,10.989114,5.232399,15.655275,12.954251
TRIM15,0.161308,0.150214,0.0,0.0
TRIM16,10.510577,9.068211,9.052993,9.109029
TRIM16L,10.829087,7.60369,12.435029,7.06861
TRIM17,27.055447,13.299624,7.366912,18.924004
TRIM2,128.157303,95.009933,89.232033,117.165947
TRIM21,5.859747,3.157794,9.258671,2.951765
TRIM22,11.863774,9.912596,17.099947,5.584786
TRIM23,50.562218,36.279182,22.301565,49.690819
TRIM24,7.134956,5.868073,5.436106,7.195682
TRIM25,10.797276,7.285244,15.013809,8.177583
TRIM26,24.191906,22.073538,18.30932,23.658113
TRIM27,37.401409,39.537788,30.978928,39.779644
TRIM28,91.525162,102.065231,105.325653,93.782478
TRIM29,1.000453,0.513064,0.840529,1.069011
TRIM3,49.57349,43.671246,20.924902,53.60067
TRIM31,0.0,0.0,0.0,0.0
TRIM31-AS1,0.0,0.0,0.0,0.0
TRIM32,18.414896,7.248032,7.746662,12.153829
TRIM33,24.571964,23.372458,26.995808,22.731297
TRIM34,0.038687,0.702072,0.832801,0.0
TRIM35,17.161835,12.428555,9.632955,13.142397
TRIM36,40.618618,39.130665,14.619225,25.463186
TRIM37,113.357475,82.304764,31.481754,98.639366
TRIM38,1.688003,1.988185,4.724792,1.246347
TRIM39,12.027247,7.362514,9.157407,9.350535
TRIM39-RPP21,0.0,0.0,1.321144,0.0
TRIM4,9.268961,8.161427,14.192808,11.886274
TRIM40,0.0,0.0,0.0,0.0
TRIM41,44.045002,47.694809,64.314377,49.921291
TRIM42,0.0,0.0,0.0,0.0
TRIM43,0.0,0.0,0.0,0.0
TRIM43B,0.0,0.0,0.0,0.0
TRIM44,54.000111,40.255322,35.081253,47.485657
TRIM45,5.936855,4.501412,2.363425,2.147298
TRIM46,26.245159,21.154457,8.220382,26.111589
TRIM47,22.331827,25.764637,69.146042,16.049398
TRIM48,0.0,0.0,0.135035,0.0
TRIM49,0.0,0.021851,0.0,0.0
TRIM49B,0.014503,0.0,0.0,0.0
TRIM49C,0.0,0.329187,0.0,0.0
TRIM49D1,0.0,0.141466,0.165401,0.0
TRIM49D2,0.0,0.164606,0.017804,0.0
TRIM5,1.932655,2.012971,9.667002,1.081627
TRIM50,0.437734,0.806261,1.823564,0.0
TRIM51,0.105571,0.110378,0.0,0.0
TRIM51EP,0.0,0.186205,0.036213,0.0
TRIM51G,0.165531,0.0,0.0,0.0
TRIM51HP,0.0,0.0,0.0,0.0
TRIM52,23.858944,17.553467,26.906437,18.612738
TRIM52-AS1,22.400087,20.205019,38.367218,29.67312
TRIM53AP,0.0,0.28864,0.0,0.0
TRIM54,8.043001,7.423383,2.385204,12.442657
TRIM55,0.348995,0.185932,0.069699,0.095677
TRIM56,6.592296,6.856135,27.066505,6.183865
TRIM58,1.827424,1.175439,1.703184,2.71305
TRIM59,2.457213,1.1155,1.006635,3.456364
TRIM59-IFT80,1.957891,0.407902,7.87416,1.955
TRIM6,0.606537,0.222936,0.235949,0.502019
TRIM6-TRIM34,1.078999,0.453382,1.771048,0.310524
TRIM60,0.010359,0.198883,0.0,0.0
TRIM61,1.249031,1.075175,2.555532,2.054504
TRIM62,8.457417,6.48666,8.391989,8.212634
TRIM63,0.0,0.093458,0.0,0.0
TRIM64,0.0,0.0,0.0,0.0
TRIM64B,0.0,0.0,0.0,0.0
TRIM64C,0.0,0.0,0.0,0.0
TRIM64GP,0.0,0.0,0.0,0.0
TRIM65,15.392349,16.768061,20.673063,12.651483
TRIM66,6.357881,2.988974,2.981534,3.600292
TRIM67,1.546481,1.5337,0.601382,1.198469
TRIM67-AS1,0.0,0.0,0.0,0.0
TRIM68,11.875504,7.537051,12.53584,9.747147
TRIM69,6.852129,7.290431,6.763905,4.842388
TRIM7,2.708297,3.241643,2.359138,1.112747
TRIM7-AS1,0.76043,0.440441,0.0,0.0
TRIM7-AS2,2.920975,5.650016,5.854449,4.476308
TRIM71,0.452243,0.358946,0.573567,0.586757
TRIM72,1.323863,1.178575,0.40086,0.748971
TRIM73,1.151905,4.111749,1.18426,2.113388
TRIM74,2.447115,1.851842,2.436424,1.452166
TRIM75,0.174348,0.0,0.369226,0.294598
TRIM77,0.0,0.0,0.0,0.0
TRIM8,102.144783,114.007042,252.837463,113.288239
TRIM8-DT,8.934507,12.939237,29.523308,10.958638
TRIM9,107.512657,80.586372,64.740585,99.135246
TRIML1,0.430592,0.283586,0.138583,0.285838
TRIML2,0.679502,0.489625,0.260199,0.313561
TRIO,32.584957,13.841213,6.312064,31.375683
TRIOBP,8.705525,10.490533,22.406086,7.916937
TRIP10,8.82673,14.552096,51.738476,6.049433
TRIP11,15.121588,15.446731,24.822975,13.936436
TRIP12,37.667366,25.087685,30.836258,29.008909
TRIP13,2.341974,2.455179,1.820672,3.853674
TRIP4,13.18633,8.356064,16.172646,11.279282
TRIP6,25.20702,30.985973,82.024643,38.561951
TRIQK,28.171421,22.459795,23.131256,24.38843
TRIR,230.586899,507.617615,441.522156,476.312164
TRIT1,10.60611,8.867157,10.684079,12.313874
TRK-CTT1-1,0.0,0.0,0.0,0.0
TRK-CTT1-2,0.0,0.0,0.0,0.0
TRK-CTT2-1,0.0,0.0,0.0,0.0
TRK-CTT2-2,3.175242,0.0,0.0,0.0
TRK-CTT2-3,0.0,0.0,0.0,0.0
TRK-CTT2-4,0.0,1.027464,0.0,0.0
TRK-CTT2-5,0.0,0.0,0.0,0.0
TRK-CTT3-1,3.511787,0.830416,0.33264,0.0
TRK-CTT4-1,0.029832,0.002179,0.0,0.0
TRK-CTT5-1,0.0,0.0,1.190501,0.0
TRK-CTT6-1,0.0,0.0,0.66528,2.352707
TRK-CTT7-1,0.0,0.0,0.0,0.0
TRK-CTT8-1,2.107073,2.505324,0.0,0.0
TRK-CTT9-1,0.0,0.0,0.0,0.0
TRK-TTT1-1,0.0,2.026779,0.0,0.0
TRK-TTT2-1,0.0,0.0,1.278037,0.0
TRK-TTT3-1,0.0,0.0,0.0,0.0
TRK-TTT3-2,0.0,0.0,0.0,0.0
TRK-TTT3-3,0.0,0.0,0.0,0.0
TRK-TTT3-4,0.023391,0.0,0.0,0.023626
TRK-TTT3-5,0.0,0.0,0.0,0.0
TRK-TTT4-1,0.0,0.0,0.0,0.0
TRK-TTT5-1,0.0,0.0,0.0,0.556305
TRK-TTT6-1,0.0,0.0,0.0,0.0
TRK-TTT7-1,0.0,0.0,0.0,0.0
TRK-TTT8-1,0.0,0.0,1.505633,0.0
TRK-TTT9-1,0.0,0.0,0.0,0.0
TRL-AAG1-1,0.0,0.0,0.0,0.0
TRL-AAG1-2,0.0,0.0,0.0,0.0
TRL-AAG1-3,0.0,0.0,0.0,0.0
TRL-AAG2-1,2.136338,2.35565,0.0,2.373059
TRL-AAG2-2,0.677375,1.704088,1.60534,0.0
TRL-AAG2-3,0.0,0.0,0.0,0.0
TRL-AAG2-4,0.0,0.0,0.0,0.0
TRL-AAG3-1,0.0,0.0,0.0,0.0
TRL-AAG4-1,0.0,0.0,0.0,0.0
TRL-CAA1-1,0.0,0.0,0.0,0.0
TRL-CAA1-2,0.0,0.0,0.0,0.0
TRL-CAA2-1,0.0,0.0,0.0,0.0
TRL-CAA3-1,0.0,0.0,0.0,0.0
TRL-CAA4-1,0.0,0.0,0.0,0.0
TRL-CAA5-1,0.0,0.0,0.0,0.0
TRL-CAA6-1,0.71246,0.0,0.57816,0.0
TRL-CAG1-1,0.0,0.0,0.0,0.0
TRL-CAG1-2,0.0,0.0,0.0,0.0
TRL-CAG1-3,0.0,0.0,0.0,0.0
TRL-CAG1-4,0.0,0.0,0.0,0.0
TRL-CAG1-5,0.0,0.0,0.0,0.0
TRL-CAG1-6,0.0,0.0,0.0,0.0
TRL-CAG1-7,0.0,0.0,0.0,0.0
TRL-CAG2-1,0.0,0.0,0.0,0.0
TRL-CAG2-2,0.0,0.0,0.0,0.0
TRL-TAA1-1,2.136338,0.0,0.0,0.0
TRL-TAA2-1,0.0,0.0,0.0,0.0
TRL-TAA3-1,0.0,0.0,0.0,0.0
TRL-TAA4-1,0.0,1.027464,0.0,0.0
TRL-TAG1-1,0.0,0.0,0.0,0.0
TRL-TAG2-1,0.0,0.0,0.0,0.0
TRL-TAG3-1,0.0,0.0,0.0,0.0
TRM-CAT1-1,1.068169,0.0,0.0,0.0
TRM-CAT2-1,0.0,0.0,0.0,0.0
TRM-CAT3-1,0.0,0.0,0.0,0.0
TRM-CAT3-2,0.0,0.0,0.0,0.0
TRM-CAT4-1,0.0,0.0,0.0,0.0
TRM-CAT4-2,0.0,0.0,0.0,0.0
TRM-CAT4-3,0.0,0.0,0.0,0.0
TRM-CAT5-1,0.0,0.0,0.0,0.0
TRM-CAT5-2,0.0,0.0,0.0,0.0
TRM-CAT6-1,0.0,0.0,0.0,0.0
TRM-CAT7-1,0.0,0.0,0.0,0.0
TRMO,14.02537,9.245156,6.305402,13.799114
TRMT1,51.390053,49.393604,54.902191,39.412952
TRMT10A,2.953049,2.02781,3.934805,2.62079
TRMT10B,13.908876,11.885444,18.402176,10.720535
TRMT10C,29.342533,30.524136,34.033298,36.248436
TRMT11,19.733158,11.753238,11.554359,13.063923
TRMT112,225.99588,263.914032,265.279419,212.546494
TRMT13,7.347719,4.61614,10.64885,4.603595
TRMT1L,10.975841,11.474804,12.714436,12.226654
TRMT2A,36.74213,33.985435,34.832748,32.852947
TRMT2B,7.695599,5.280902,7.109937,7.410255
TRMT44,9.201113,7.31496,7.846794,6.302841
TRMT5,8.46194,6.165287,7.911935,7.221615
TRMT6,15.980411,14.788962,12.46141,13.717246
TRMT61A,21.751862,25.979239,25.042784,21.643913
TRMT61B,16.151213,14.570012,11.625783,19.43092
TRMT9B,6.312753,4.204687,3.365133,4.670285
TRMU,30.949558,34.588463,41.431416,37.520481
TRN-GTT1-1,0.0,0.0,0.0,0.0
TRN-GTT10-1,1.169212,0.0,0.0,1.692095
TRN-GTT2-1,0.0,0.0,0.0,0.0
TRN-GTT2-2,0.0,0.80531,0.0,0.0
TRN-GTT2-3,0.0,0.0,0.0,0.0
TRN-GTT2-4,0.0,0.0,0.0,0.0
TRN-GTT2-5,0.54852,1.596735,0.0,0.0
TRN-GTT2-6,0.000313,0.0,0.0,0.322915
TRN-GTT2-7,0.0,0.0,0.0,0.0
TRN-GTT2-8,0.0,0.0,0.0,0.0
TRN-GTT24-1,0.0,1.63839,0.0,0.0
TRN-GTT25-1,0.0,0.021641,0.0,0.0
TRN-GTT27-1,0.0,0.0,0.0,0.0
TRN-GTT3-1,0.197707,0.0,0.0,0.035059
TRN-GTT4-1,0.0,0.0,0.0,0.0
TRN-GTT5-1,0.0,0.0,0.0,0.0
TRN-GTT6-1,0.0,0.0,0.0,0.0
TRN-GTT7-1,0.0,0.0,0.0,0.846047
TRN-GTT8-1,0.0,0.0,0.0,0.0
TRN-GTT9-1,1.237305,0.421327,0.0,0.001959
TRN-GTT9-2,1.068169,0.0,0.0,1.692099
TRNAA-AGC,0.0,0.0,0.0,0.0
TRNAA-AGC-2,0.0,1.027464,0.0,0.0
TRNAA-AGC-3,0.0,0.0,0.0,0.0
TRNAA-AGC-4,4.699456,1.726516,3.749496,3.494291
TRNAA-AGC-5,0.000939,0.0,0.000326,0.0
TRNAA-AGC-6,2.955754,1.027464,0.0,2.526552
TRNAA-CGC,0.0,1.369952,0.0,0.0
TRNAD-GUC,0.0,0.0,0.0,0.0
TRNAD-GUC-10,0.0,0.0,0.0,0.0
TRNAD-GUC-11,0.0,0.0,0.0,0.169209
TRNAD-GUC-12,0.0,0.0,0.0,0.169209
TRNAD-GUC-13,0.0,0.0,0.0,0.018801
TRNAD-GUC-14,0.0,0.0,0.0,0.507628
TRNAD-GUC-15,0.0,0.0,0.0,0.0
TRNAD-GUC-16,0.0,0.0,0.0,0.169209
TRNAD-GUC-17,0.0,0.0,0.0,0.33842
TRNAD-GUC-2,0.0,0.0,0.0,0.056403
TRNAD-GUC-3,0.0,0.0,0.0,0.0
TRNAD-GUC-4,0.0,0.0,0.0,0.0
TRNAD-GUC-5,0.0,0.0,0.0,0.338419
TRNAD-GUC-6,0.0,0.0,0.0,0.0
TRNAD-GUC-7,0.0,0.0,0.0,0.0
TRNAD-GUC-8,0.0,0.0,0.0,0.0
TRNAD-GUC-9,0.0,0.0,0.0,0.0
TRNAE-CUC,0.0,0.0,0.0,0.0
TRNAE-CUC-10,0.0,0.0,0.0,0.0
TRNAE-CUC-11,0.0,0.0,0.0,0.0
TRNAE-CUC-12,0.0,0.188368,0.0,0.0
TRNAE-CUC-13,0.0,0.0,0.0,0.0
TRNAE-CUC-14,0.0,0.0,0.0,0.0
TRNAE-CUC-15,0.0,0.0,0.0,0.0
TRNAE-CUC-16,0.0,0.0,0.0,0.0
TRNAE-CUC-17,0.0,0.376738,0.0,0.0
TRNAE-CUC-2,0.0,0.0,0.0,0.0
TRNAE-CUC-3,0.0,0.0,0.0,0.0
TRNAE-CUC-4,0.0,0.0,0.0,0.0
TRNAE-CUC-5,0.0,0.0,0.0,0.0
TRNAE-CUC-6,0.0,0.0,0.0,0.0
TRNAE-CUC-7,0.0,0.0,0.0,0.0
TRNAE-CUC-8,0.0,0.188368,0.0,0.0
TRNAE-CUC-9,0.0,0.0,0.0,0.0
TRNAE-UUC,0.0,0.0,0.0,0.0
TRNAE-UUC-2,0.0,0.0,0.0,0.0
TRNAE-UUC-3,0.0,0.0,0.0,0.0
TRNAG-CCC,0.0,0.0,0.0,0.0
TRNAG-GCC,0.102304,0.431246,0.0,0.104862
TRNAG-GCC-10,0.246733,0.295216,0.0,0.274072
TRNAG-GCC-11,0.749225,0.781453,0.140405,0.0
TRNAG-GCC-12,0.367091,0.960897,0.396013,0.274072
TRNAG-GCC-13,0.204607,0.975369,0.511216,0.104862
TRNAG-GCC-14,0.0,0.853811,0.0,0.193042
